Elapsed Time (ms),ECEF X (m),ECEF Y (m),ECEF Z (m),Yaw (deg),Pitch (deg),Roll (deg),Velocity X (m/s),Velocity Y (m/s),Velocity Z (m/s),Accel. X (m/s^2),Accel. Y (m/s^2),Accel. Z (m/s^2),GPS TOW,GPS Week Number
541300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173341.300,2099
541400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173341.400,2099
541500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173341.500,2099
541600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173341.600,2099
541700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173341.700,2099
541800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173341.800,2099
541900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173341.900,2099
542000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173342.000,2099
542100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173342.100,2099
542200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173342.200,2099
542300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173342.300,2099
542400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173342.400,2099
542500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173342.500,2099
542600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173342.600,2099
542700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173342.700,2099
542800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173342.800,2099
542900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173342.900,2099
543000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173343.000,2099
543100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173343.100,2099
543200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173343.200,2099
543300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173343.300,2099
543400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173343.400,2099
543500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173343.500,2099
543600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173343.600,2099
543700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173343.700,2099
543800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173343.800,2099
543900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173343.900,2099
544000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173344.000,2099
544100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173344.100,2099
544200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173344.200,2099
544300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173344.300,2099
544400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173344.400,2099
544500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173344.500,2099
544600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173344.600,2099
544700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173344.700,2099
544800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173344.800,2099
544900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173344.900,2099
545000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173345.000,2099
545100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173345.100,2099
545200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173345.200,2099
545300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173345.300,2099
545400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173345.400,2099
545500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173345.500,2099
545600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173345.600,2099
545700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173345.700,2099
545800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173345.800,2099
545900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173345.900,2099
546000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173346.000,2099
546100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173346.100,2099
546200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173346.200,2099
546300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173346.300,2099
546400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173346.400,2099
546500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173346.500,2099
546600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173346.600,2099
546700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173346.700,2099
546800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173346.800,2099
546900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173346.900,2099
547000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173347.000,2099
547100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173347.100,2099
547200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173347.200,2099
547300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173347.300,2099
547400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173347.400,2099
547500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173347.500,2099
547600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173347.600,2099
547700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173347.700,2099
547800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173347.800,2099
547900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173347.900,2099
548000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173348.000,2099
548100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173348.100,2099
548200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173348.200,2099
548300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173348.300,2099
548400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173348.400,2099
548500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173348.500,2099
548600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173348.600,2099
548700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173348.700,2099
548800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173348.800,2099
548900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173348.900,2099
549000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173349.000,2099
549100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173349.100,2099
549200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173349.200,2099
549300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173349.300,2099
549400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173349.400,2099
549500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173349.500,2099
549600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173349.600,2099
549700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173349.700,2099
549800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173349.800,2099
549900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173349.900,2099
550000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173350.000,2099
550100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173350.100,2099
550200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173350.200,2099
550300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173350.300,2099
550400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173350.400,2099
550500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173350.500,2099
550600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173350.600,2099
550700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173350.700,2099
550800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173350.800,2099
550900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173350.900,2099
551000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173351.000,2099
551100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173351.100,2099
551200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173351.200,2099
551300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173351.300,2099
551400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173351.400,2099
551500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173351.500,2099
551600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173351.600,2099
551700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173351.700,2099
551800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173351.800,2099
551900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173351.900,2099
552000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173352.000,2099
552100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173352.100,2099
552200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173352.200,2099
552300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173352.300,2099
552400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173352.400,2099
552500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173352.500,2099
552600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173352.600,2099
552700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173352.700,2099
552800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173352.800,2099
552900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173352.900,2099
553000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173353.000,2099
553100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173353.100,2099
553200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173353.200,2099
553300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173353.300,2099
553400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173353.400,2099
553500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173353.500,2099
553600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173353.600,2099
553700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173353.700,2099
553800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173353.800,2099
553900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173353.900,2099
554000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173354.000,2099
554100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173354.100,2099
554200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173354.200,2099
554300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173354.300,2099
554400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173354.400,2099
554500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173354.500,2099
554600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173354.600,2099
554700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173354.700,2099
554800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173354.800,2099
554900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173354.900,2099
555000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173355.000,2099
555100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173355.100,2099
555200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173355.200,2099
555300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173355.300,2099
555400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173355.400,2099
555500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173355.500,2099
555600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173355.600,2099
555700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173355.700,2099
555800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173355.800,2099
555900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173355.900,2099
556000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173356.000,2099
556100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173356.100,2099
556200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173356.200,2099
556300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173356.300,2099
556400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173356.400,2099
556500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173356.500,2099
556600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173356.600,2099
556700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173356.700,2099
556800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173356.800,2099
556900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173356.900,2099
557000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173357.000,2099
557100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173357.100,2099
557200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173357.200,2099
557300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173357.300,2099
557400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173357.400,2099
557500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173357.500,2099
557600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173357.600,2099
557700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173357.700,2099
557800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173357.800,2099
557900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173357.900,2099
558000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173358.000,2099
558100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173358.100,2099
558200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173358.200,2099
558300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173358.300,2099
558400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173358.400,2099
558500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173358.500,2099
558600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173358.600,2099
558700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173358.700,2099
558800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173358.800,2099
558900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173358.900,2099
559000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173359.000,2099
559100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173359.100,2099
559200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173359.200,2099
559300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173359.300,2099
559400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173359.400,2099
559500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173359.500,2099
559600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173359.600,2099
559700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173359.700,2099
559800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173359.800,2099
559900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173359.900,2099
560000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173360.000,2099
560100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173360.100,2099
560200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173360.200,2099
560300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173360.300,2099
560400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173360.400,2099
560500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173360.500,2099
560600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173360.600,2099
560700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173360.700,2099
560800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173360.800,2099
560900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173360.900,2099
561000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173361.000,2099
561100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173361.100,2099
561200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173361.200,2099
561300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173361.300,2099
561400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173361.400,2099
561500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173361.500,2099
561600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173361.600,2099
561700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173361.700,2099
561800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173361.800,2099
561900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173361.900,2099
562000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173362.000,2099
562100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173362.100,2099
562200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173362.200,2099
562300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173362.300,2099
562400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173362.400,2099
562500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173362.500,2099
562600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173362.600,2099
562700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173362.700,2099
562800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173362.800,2099
562900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173362.900,2099
563000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173363.000,2099
563100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173363.100,2099
563200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173363.200,2099
563300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173363.300,2099
563400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173363.400,2099
563500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173363.500,2099
563600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173363.600,2099
563700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173363.700,2099
563800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173363.800,2099
563900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173363.900,2099
564000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173364.000,2099
564100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173364.100,2099
564200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173364.200,2099
564300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173364.300,2099
564400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173364.400,2099
564500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173364.500,2099
564600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173364.600,2099
564700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173364.700,2099
564800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173364.800,2099
564900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173364.900,2099
565000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173365.000,2099
565100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173365.100,2099
565200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173365.200,2099
565300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173365.300,2099
565400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173365.400,2099
565500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173365.500,2099
565600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173365.600,2099
565700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173365.700,2099
565800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173365.800,2099
565900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173365.900,2099
566000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173366.000,2099
566100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173366.100,2099
566200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173366.200,2099
566300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173366.300,2099
566400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173366.400,2099
566500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173366.500,2099
566600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173366.600,2099
566700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173366.700,2099
566800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173366.800,2099
566900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173366.900,2099
567000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173367.000,2099
567100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173367.100,2099
567200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173367.200,2099
567300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173367.300,2099
567400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173367.400,2099
567500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173367.500,2099
567600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173367.600,2099
567700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173367.700,2099
567800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173367.800,2099
567900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173367.900,2099
568000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173368.000,2099
568100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173368.100,2099
568200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173368.200,2099
568300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173368.300,2099
